Plant Category,Seed Name,Average Precipitation per day,Average Temperature (2 m),Average Soil Temperature (0 to 6 cm),Average Sunshine Duration(s),Humidity(%),Rainfall Alert Maximum Rain (mm),Average Soil Moisture (0-3 cm)
Climbing plant,Ipomoea sp.,5.0,25.0,20.0,3600.0,70.0,30.0,0.3
Perennial,Iris germanica-ryhmä,5.0,15.0,18.0,36000.0,50.0,20.0,0.3
Flowering Plant,Iris Intermedia-Ryhmä,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Perennial,Iris pseudacorus,2.5,17.0,14.0,3000.0,60.0,50.0,0.4
Flowering Plant,Iris setosa,5.0,20.0,15.0,6000.0,60.0,20.0,0.4
Perennial Plant,Iris Sibirica,5.0,15.0,12.0,24000.0,50.0,20.0,0.3
Flowering Plant,Iris Versicolor,5.0,20.0,18.0,6000.0,70.0,20.0,0.4
Perennial,Knautia Macedonica,5.0,22.0,18.0,6000.0,60.0,20.0,0.3
Shrub,Laburnum alpinum,5.0,15.0,18.0,3600.0,60.0,20.0,0.4
Vegetable,Lactuca sativa 28,5.0,20.0,18.0,36000.0,70.0,20.0,0.3
Perennial plant,Lamprocapnos spectabilis,3.0,15.0,12.5,20000.0,50.0,20.0,0.30000000000000004
Perennial,Lathyrus sylvestris,5.0,18.0,15.0,6000.0,65.0,20.0,0.3
Perennial,Lathyrus Tuberosus,5.0,15.0,12.0,30000.0,60.0,20.0,0.3
Perennial,Lavatera thuringiaca,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Flowering Plant,Leontodon autumnalis,5.0,20.0,18.0,3600.0,50.0,20.0,0.3
Flowering Perennial,Leucanthemum vulgare,5.0,20.0,18.0,3600.0,60.0,30.0,0.25
Perennial Herb,Levisticum officinale,5.0,15.0,10.0,3600.0,50.0,20.0,0.3
Perennial,Leuzea carthamoides,3.5,15.0,20.0,19000.0,50.0,20.0,0.2
Perennial,Ligularia Wilsoniana,5.0,20.0,18.0,6000.0,80.0,20.0,0.4
Herbaceous Perennial,Ligusticum Scotium,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Perennial Flower,Lilium bulbiferum,7.5,20.0,15.0,20000.0,55.0,25.0,0.4
Perennial,Lilium martagon,5.0,15.0,12.0,6000.0,50.0,20.0,0.3
Perennial,Lilium martagon var. cattaniae,5.0,15.0,18.0,6000.0,60.0,20.0,0.3
Flowering Plant,Lilium Monadelphum,5.0,20.0,15.0,6000.0,60.0,20.0,0.4
Perennial Climber,Lonicera caprifolium,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Herbaceous plant,Lupinus angustifolius,5.0,18.0,15.0,24000.0,60.0,30.0,0.3
Perennial,Lysimachia vulgaris,5.0,20.0,15.0,3000.0,60.0,30.0,0.4
Perennial,Lythrum salicaria,5.0,18.0,20.0,6000.0,60.0,50.0,0.3
Perennial,Maianthemum bifolium,5.0,15.0,10.0,18000.0,60.0,20.0,0.4
Perennial,Malva alcea,3.0,18.0,15.0,24000.0,60.0,10.0,0.25
Perennial Flower,Malva Moschata,5.0,20.0,18.0,24000.0,70.0,25.0,0.5
Herb,Matricaria chamomilla 29,5.0,20.5,18.2,28800.0,60.0,50.0,0.25
Flowering Plant,Melampyrum sp.,7.5,17.5,15.0,7000.0,50.0,30.0,0.4
Legume,Melilotus albus 18,5.0,25.0,20.0,3600.0,70.0,20.0,0.3
Herb,Mentha x piperita,5.0,18.0,15.0,6000.0,60.0,20.0,0.4
Mesembryanthemum crystallinum,Mesembryanthemum crystallinum,5.0,20.0,15.0,3000.0,60.0,25.0,0.3
Herbaceous Plant,Meum Athamanticum,5.0,22.0,18.0,6000.0,50.0,15.0,0.4
Perennial Herb,Myrrhis Odorata,3.2,15.6,13.8,24000.0,70.0,30.0,0.25
Herb,Ocimum basilicum 37,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Biennial,Oenothera biennis,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Ornamental Plant,Ornithogalum arcuatum,5.0,18.0,15.0,6000.0,70.0,30.0,0.3
Flowering Perennial,Ornithogalum candicans,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Ovyria Digyna,5.0,22.0,18.0,18000.0,70.0,50.0,0.35
Perennial,Paeonia anomala,5.0,18.0,15.0,6000.0,60.0,30.0,0.4
Perennial,Paeonia lactiflora,7.5,17.5,17.5,25200.0,50.0,25.0,0.4
Perennial,Paeonia Mlokosewitschii,5.0,15.0,18.0,6000.0,50.0,20.0,0.4
Herbaceous perennial,Paeonia mollis,3.0,18.0,15.0,3600.0,60.0,50.0,0.3
Perennial,Paeonia obovata,5.0,18.0,15.0,3000.0,60.0,20.0,0.3
Perennial,Paeonia officinalis,5.0,18.0,15.0,3000.0,60.0,20.0,0.3
Perennial,Paeonia Veitchii,7.5,20.0,15.0,3250.0,50.0,25.0,0.30000000000000004
Ornamental Grass,Panicum elegans,5.0,22.0,18.0,3000.0,60.0,20.0,0.3
Perennial plant,Papaver orientale-ryhmä,3.5,15.0,12.5,25200.0,50.0,15.0,0.30000000000000004
Annual,Papaver rhoas,2.0,17.0,20.0,25000.0,55.0,20.0,0.35
Flowering plant,Papaver somniferum 23,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Flowering Plant,Paradisea Liliastrum,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial,Parasenecio hastatus,5.0,20.0,18.0,3000.0,70.0,50.0,0.3
Evergreen Coniferous Tree,Pinus peuce,5.2,-5.8,5.1,28800.0,60.0,20.0,0.25
Vegetable,Phaseolus coccineus 29,5.0,20.0,18.0,36000.0,60.0,20.0,0.3
Vegetable,Phaseolus vulgaris 29,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Shrub,Physocarpus opulifolius,5.0,18.0,15.0,18000.0,60.0,50.0,0.25
Perennial,Pilosella Aurantica,5.0,20.0,15.0,6000.0,60.0,20.0,0.4
Vegetable,"Pisum sativum 10, 29, 30, 38",5.110122699386503,20.0,20.0,8931.591165644171,61.68866535819431,26.998773006134968,0.30000000000000004
Perennial plant,Podophyllum hexandrum,7.5,15.0,15.0,3250.0,50.0,25.0,0.30000000000000004
Perennial,Polemonium caeruleum,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Polymonium Multoforum,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Perennial,Polygonatum Odoratum,5.0,15.0,18.0,6000.0,60.0,20.0,0.4
Perennial,Potentilla megalantha,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Tree,Pterocarya rhoifolia,10.0,20.0,18.0,3600.0,60.0,50.0,0.3
Flowering Perennial,Pulsatilla Vulgaris,5.0,12.0,10.0,3000.0,60.0,20.0,0.3
Perennial,Friesianus,5.0,23.0,18.0,18000.0,60.0,20.0,0.2
Climbing plant,Rhodochiton atrosanguineum,5.0,20.5,18.0,3600.0,65.0,30.0,0.3
Perennial,Rheum × hybridum,5.0,18.0,15.0,30000.0,50.0,20.0,0.25
Flowering Plant,Rosa 33,10.0,25.0,20.0,3000.0,60.0,50.0,0.3
Shrub,Salsola komarowii,3.5,20.0,16.0,26000.0,50.0,10.0,0.2
Perennial Herb,Sagittaria sagittifolia,10.0,17.5,15.0,26000.0,70.0,20.0,50.0
Perennial,Sanguisorba officinalis,5.0,20.0,15.0,6000.0,60.0,50.0,0.4
Flowering Plant,Parviflora,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Perennial,Saponaria officinalis,3.0,18.0,15.0,24000.0,60.0,20.0,0.4
Perennial,Scabiosa Columbaria,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Grain Crop,Secale cereale,5.0,18.0,15.0,3600.0,60.0,20.0,0.3
Perennial,Silene dioica,5.0,15.0,12.0,3600.0,70.0,20.0,0.3
Plant,Sinapsis Alba,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Perennial,Smilacina racemosa,5.6,18.5,15.2,26400.0,70.0,50.0,0.35
Perennial,Solanum dulcamara,5.0,15.0,20.0,3600.0,60.0,20.0,0.4
Solanum lycopersicum 31,Solanum lycopersicum 31,5.0,22.0,18.0,6000.0,50.0,50.0,0.3
Perennial Herb,Solidago Virgaurea,5.0,18.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Symphyandra Hoffmannii,5.0,20.0,18.0,3600.0,70.0,20.0,0.4
Perennial,Symphyandra pendula,4.0,20.0,15.0,25200.0,60.0,20.0,0.4
Perennial Herb,Symphytum sp.,5.0,20.0,18.0,3600.0,70.0,20.0,0.3
Flowering Plant,Tagetes “Linnaeus”,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Perennial Herbaceous Plant,Tanacetum coccineum,5.0,20.0,15.0,18000.0,60.0,50.0,0.3
Herbaceous perennial,Tanacetum parthenium,5.0,20.0,15.0,18000.0,60.0,50.0,0.3
Perennial Herb,Tanacetum vulgare,4.0,18.0,15.0,24000.0,60.0,20.0,0.2
Herbaceous perennial,Taraxacum officinale,5.0,15.0,12.0,3000.0,60.0,20.0,0.3
Perennial Flower,Telekia Speciosa,5.0,18.0,15.0,6000.0,60.0,20.0,0.4
Perennial,Tellima grandiflora,5.0,18.0,15.0,6000.0,60.0,20.0,0.35
Perennial,Thalictrum aquilegiifolium,5.0,20.0,15.0,12000.0,60.0,20.0,0.2
Perennial,Thalictrum rochebruneanum,5.0,18.0,15.0,18000.0,60.0,20.0,0.3
Perennial,Thermopsis Montana,7.5,20.0,12.5,2250.0,50.0,17.5,0.4
Perennial,Tragopogon porrifolius,5.0,10.0,15.0,18000.0,60.0,30.0,0.4
Flowering Plant,Tragopogon Pratensis,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Flowering plant,Tricyrtis macropoda,5.0,20.0,18.0,3000.0,70.0,20.0,0.4
Perennial,Trifolium pratense,7.5,17.5,15.0,25200.0,55.0,20.0,0.30000000000000004
Crop,Triticum aestivum 31,5.2,22.5,15.7,3600.0,60.0,20.0,0.25
Cereal,Triticum dicoccon,7.5,17.5,15.0,21600.0,50.0,50.0,0.30000000000000004
Grain Crop,Triticum monococcum 29,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Cereal,Triticum Spelta,2.5,15.6,12.3,27000.0,65.0,50.0,0.25
Vegetable,Oleracea,5.0,25.0,20.0,6000.0,60.0,10.0,0.3
Perennial,Veratrum nigrum,5.0,15.0,10.0,24000.0,60.0,30.0,0.4
Perennial,Verbascum phoeniceum,5.0,18.0,15.0,18000.0,60.0,20.0,0.3
Herbaceous perennial,Verbascum thapsus,3.5,22.5,20.0,25200.0,50.0,75.0,0.30000000000000004
Perennial,Veronica gentianoides,3.0,18.0,15.0,3000.0,60.0,20.0,0.2
Perennial,Veronica Longifolia,5.0,20.0,15.0,18000.0,60.0,20.0,0.3
Perennial,Veronicastrum sibiricum,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Perennial,Zigadenus elegans,3.5,20.0,15.0,26000.0,50.0,10.0,0.35
Flowering Plant,Amabile,5.0,25.0,20.0,36000.0,60.0,20.0,0.3
Amiva,Amiva seed,10.0,25.0,20.0,3600.0,70.0,20.0,0.3
Flowering Plant,Athos,5.0,25.0,20.0,3000.0,60.0,20.0,0.3
Winter Plant,Winter Seed,5.0,-5.0,2.0,30000.0,70.0,20.0,0.3
Flowering plant,Boccia,5.0,25.0,20.0,6000.0,70.0,10.0,0.4
Flowering Plant,Bogus,5.0,25.0,20.0,18000.0,60.0,20.0,0.5
Flowering plant,Bollin,10.0,25.0,20.0,18000.0,70.0,50.0,0.3
Flowering plant,Cleopha,5.0,25.0,20.0,6000.0,70.0,20.0,0.3
Vegetable,Cubo,10.0,25.0,20.0,18000.0,60.0,50.0,0.5
Flowering plant,Damaun,5.0,25.0,20.0,18000.0,65.0,50.0,0.3
Flowering Plant,Dario,5.0,25.0,20.0,6000.0,60.0,20.0,0.4
Flowering plant,Dolciva,7.5,22.5,17.5,3250.0,65.0,20.0,0.30000000000000004
Vegetable,Dottenfelder,4.2,18.5,14.8,18000.0,65.0,20.0,0.28
Flowering Plant,Enrico,5.0,25.0,20.0,6000.0,60.0,20.0,0.5
Vegetable,Freezo,5.0,25.0,20.0,6000.0,50.0,20.0,0.3
Flowering Plant,Gesche,10.0,25.0,22.0,36000.0,60.0,50.0,0.4
Flowering Plant,Haldor,10.0,25.0,20.0,3600.0,70.0,20.0,0.4
Flowering plant,Kolibri,10.0,25.0,20.0,3600.0,60.0,50.0,0.5
Flowering Plant,Lady's Slipper Orchid,5.0,25.0,20.0,36000.0,70.0,10.0,0.4
Flowering Plant,Lila,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Flowering Plant,Macun,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering Plant,Mauro,5.0,22.0,18.0,36000.0,65.0,20.0,0.3
Flowering plant,Mezdi,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Vegetable,Nantaise,5.0,20.0,18.0,36000.0,60.0,20.0,0.3
Flowering Plant,Northern Plant,5.0,10.0,8.0,300.0,60.0,20.0,0.3
Flowering plant,Parrot,10.0,20.0,25.0,43200.0,60.0,50.0,0.3
Flowering Plant,Porthos,5.0,25.0,20.0,18000.0,60.0,50.0,0.3
Flowering Plant,Pulcina,7.5,22.5,17.5,19000.0,65.0,75.0,0.4
Annual,Rasmus,10.0,25.0,22.0,6000.0,70.0,20.0,0.3
Ornamental Plant,Robuschka,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Flowering Plant,Rodelika,10.0,25.0,20.0,3600.0,70.0,20.0,0.3
Flowering Plant,Rodynda,5.0,25.0,20.0,36000.0,70.0,20.0,0.3
Flowering plant,Ruthje,10.0,25.0,20.0,3000.0,60.0,50.0,0.5
Flowering Plant,Silvia,5.0,20.0,18.0,36000.0,70.0,20.0,0.5
Flowering plant,Tabiro,10.2,25.5,21.8,43200.0,75.0,50.0,0.25
Flowering Plant,Tica,10.0,20.0,18.0,6000.0,70.0,50.0,0.3
Perennial,Tramunt,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Shrub,Treenetaler,10.0,22.0,18.0,6000.0,60.0,50.0,0.3
Flowering Plant,Trixie,5.0,24.0,18.0,28000.0,65.0,20.0,0.4
Flowering Plant,Wintersonne,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Annual Flowering Plant,Acroclinium,5.0,22.0,18.0,28800.0,60.0,25.0,0.3
Flower,Bluebell,5.0,20.0,18.0,6000.0,70.0,20.0,0.3
Flowering Plant,California Poppy,2.0,20.0,18.0,3000.0,50.0,20.0,0.3
Vegetable,China,5.0,18.0,15.0,18000.0,70.0,20.0,0.4
Flowering Plant,Chrysanthemum,5.0,20.0,18.0,6000.0,60.0,20.0,0.4
Flowering plant,Clarkia,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Flowering Plant,Coreopsis,5.0,20.0,18.0,60000.0,60.0,20.0,0.35
Annual Flower,Corncockle,3.0,18.0,15.0,3600.0,50.0,50.0,0.25
Annual Flower,Cornflower,5.0,20.0,15.0,6000.0,50.0,10.0,0.2
Flowering plant,Crimson,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial,Dahlia,5.0,20.0,18.0,6000.0,60.0,50.0,0.3
Flowering Plant,Double,5.0,25.0,18.0,6000.0,60.0,20.0,0.3
flowering plant,four,10.0,25.0,20.0,3000.0,60.0,50.0,0.3
Flowering Vine,Ipomoea,5.0,25.0,20.0,3600.0,70.0,30.0,0.4
Flowering Plant,Larkspur,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Perennial,Lavatera,5.0,20.0,18.0,18000.0,50.0,15.0,0.25
Annual Flower,Marigold,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Flowering Plant,Mexican Daisy,10.0,25.0,20.0,600.0,70.0,20.0,0.3
Flower,Mignonette,7.5,20.0,17.5,3250.0,50.0,20.0,0.4
Flowering Plant,Nasturtium,2.0,18.0,15.0,18000.0,60.0,10.0,0.3
Flowering plant,Nigella,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Flowering Plant,Orlaya,7.5,22.5,17.5,25200.0,65.0,75.0,0.25
Flowering Plant,Poppy,5.0,20.0,15.0,6000.0,50.0,20.0,0.3
Perennial Flower,Rudbeckia,5.0,20.0,18.0,6000.0,60.0,20.0,0.2
Herbaceous perennial,Salvia,5.0,22.0,18.0,18000.0,60.0,30.0,0.35
Annual,Snapdragon,5.0,20.0,18.0,6000.0,60.0,10.0,0.3
Houseplant,Spider Plant,3.0,25.0,20.0,6000.0,50.0,20.0,0.4
Annual,Strawflower,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Flowering plant,Sunflower,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Fruit,Sweet,5.0,25.0,20.0,6000.0,70.0,50.0,0.3
Annual,Tagetes,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Grass,Tassel,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Herbaceous perennial,Vervain,4.0,25.0,20.0,25200.0,50.0,20.0,0.2
Flowering plant,Xeranthemum,5.0,20.0,18.0,6000.0,50.0,10.0,0.3
Flowering plant,Zinnia,10.0,25.0,20.0,26000.0,50.0,30.0,0.30000000000000004
Flower,Canterbury Bells,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Flowering plant,Dame,5.0,20.0,18.0,36000.0,60.0,50.0,0.3
Perennial,Siberian,10.0,-5.0,5.0,30000.0,60.0,50.0,0.3
Annual,Summer,5.0,25.0,20.0,3600.0,50.0,20.0,0.3
Flowering plant,Viola,5.0,18.0,15.0,30000.0,50.0,20.0,0.2
Flowering Plant,Cottage,5.0,20.0,18.0,6000.0,60.0,10.0,0.4
Flowering Plant,Fairy,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Ornamental plant,Glory,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering,Flowering Seed,10.0,25.0,20.0,6000.0,60.0,50.0,0.3
Perennial Plant,Centaury,5.0,18.0,15.0,36000.0,60.0,20.0,0.4
Perennial,Coneflower,5.0,25.0,20.0,6000.0,50.0,30.0,0.3
Perennial,Delphinium,5.0,21.0,18.0,3600.0,50.0,20.0,0.4
Perennial,Fragrant,5.0,22.0,18.0,6000.0,60.0,20.0,0.4
Perennial Flower,Geum,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Perennial Flower,Helenium,5.0,20.0,15.0,6000.0,60.0,50.0,0.3
Flowering Plant,Jacob,5.0,25.0,20.0,36000.0,60.0,20.0,0.3
Perennial shrub,Lavandula,2.0,20.0,15.0,6000.0,60.0,20.0,0.3
Flowering Plant,Maltese,10.0,25.0,20.0,18000.0,60.0,50.0,0.3
Wildflower,Meadow,5.0,20.0,18.0,6000.0,70.0,20.0,0.25
Perennial Flower,Oxeye,2.0,18.0,15.0,6000.0,60.0,50.0,0.4
Tall Plant,Tall Seed,10.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering Plant,Butterfly,10.0,25.0,20.0,18000.0,60.0,50.0,0.3
Shade plant,Shade seed,5.0,25.0,20.0,6000.0,70.0,20.0,0.4
Wild,Wild Seed,10.0,25.0,20.0,30000.0,60.0,50.0,0.5
Legume,Alfalfa,3.0,25.0,20.0,6000.0,60.0,50.0,0.3
Flowering plant,For,5.0,25.0,20.0,3600.0,60.0,10.0,0.3
Flowering Plant,Astera,5.0,22.0,18.0,36000.0,60.0,20.0,0.4
Flowering plant,Beemeadow,5.0,25.0,20.0,3600.0,70.0,10.0,0.4
Vegetable,Beluga,5.0,20.0,18.0,6000.0,70.0,20.0,0.4
Flowering Plant,Biodiversity,10.0,25.5,20.0,18000.0,70.0,50.0,0.4
Perennial,Birdsfoot,5.0,20.0,18.0,3600.0,70.0,50.0,0.4
Flower,Black Rose,5.0,25.0,20.0,6000.0,60.0,20.0,0.4
Flowering Plant,Blaues,5.0,25.0,20.0,6000.0,70.0,50.0,0.3
Flowering Plant,Bristle,5.0,25.0,20.0,36000.0,60.0,20.0,0.3
Annual,Buckwheat,5.0,20.0,18.0,36000.0,60.0,50.0,0.3
Flowering Plant,Dominance,5.0,25.0,20.0,3600.0,70.0,20.0,0.3
Legume,Faba,7.5,20.0,15.0,20000.0,50.0,25.0,0.25
Herb,Fenugreek,5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Fodder,Fodder Seed,10.0,25.0,20.0,3600.0,50.0,50.0,0.3
Grain,Grain,7.5,20.0,15.0,3250.0,50.0,50.0,0.25
Herb,Basil,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Herb,Borage,5.0,20.0,18.0,6000.0,60.0,30.0,0.3
Herb,Calamintha,5.0,20.0,18.0,3600.0,60.0,50.0,0.3
Herb,Caraway,3.0,15.0,12.0,3600.0,60.0,10.0,0.3
Herb,Chervil,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Herb,Chives,3.0,18.0,15.0,24000.0,60.0,10.0,0.3
Herb,Cilantro,5.0,18.0,20.0,3600.0,60.0,20.0,0.3
Spice,Cinnamon,5.0,27.5,25.0,28800.0,70.0,50.0,0.25
Herb,Clary,5.0,15.0,20.0,12000.0,60.0,50.0,0.3
Flowering Plant,Cochlearia,5.0,18.0,15.0,36000.0,60.0,20.0,0.4
Herb,Coriander,5.0,20.0,18.0,6000.0,60.0,20.0,0.3
Herb,Curled,5.0,23.0,18.0,3000.0,60.0,20.0,0.3
Herb,Dill,2.0,18.0,15.0,30000.0,50.0,20.0,0.3
Flowering Plant,Dragon Flower,10.0,25.0,20.0,36000.0,70.0,20.0,0.5
Herb,Foeniculum vulgare,5.0,20.0,15.0,30000.0,60.0,20.0,0.3
Vegetable,Garlic,5.0,15.0,10.0,3600.0,70.0,30.0,0.3
Herb,Greek,5.0,20.0,18.0,3600.0,60.0,20.0,0.4
Herb,Hyssop,3.0,20.0,15.0,20000.0,50.0,10.0,0.3
Vegetable,Korean,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Leaf,Leaf Seed,5.0,25.0,20.0,3600.0,70.0,10.0,0.3
Vegetable,Lebanese,5.0,25.0,20.0,6000.0,70.0,10.0,0.3
Perennial Herb,Lovage,5.0,18.0,15.0,24000.0,60.0,20.0,0.3
Herb,Marjoram,5.0,20.0,15.0,6000.0,60.0,20.0,0.3
Herb,Oregano,2.0,20.0,18.0,6000.0,50.0,30.0,0.25
Herb,Parsley,5.0,20.0,15.0,18000.0,60.0,10.0,0.3
Vegetable,Rocket,4.0,18.0,15.0,3600.0,50.0,20.0,0.3
Root Vegetable,Root,5.0,20.0,15.0,3600.0,60.0,50.0,0.3
Herb,Sage,5.0,22.0,18.0,3600.0,50.0,20.0,0.25
Leafy Vegetables,Salad Mix,5.0,20.0,18.0,12000.0,70.0,20.0,0.4
Herb,Savory,3.0,20.0,15.0,26000.0,50.0,10.0,0.4
Herbaceous perennial,Sorrel,5.2,15.5,14.2,18000.0,60.0,20.0,0.3
Herb,Stevia,5.0,25.0,22.0,30000.0,60.0,100.0,0.3
Flowering plant,Tetra,4.2,25.6,22.3,28800.0,65.0,50.0,0.16
Vegetable,Thai,10.0,25.0,20.0,3600.0,60.0,50.0,0.3
Herb,Thyme,3.0,20.0,15.0,5000.0,60.0,10.0,0.3
Trio,Trio Seed,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial Flowering Plant,Althaea officinalis,3.0,18.0,15.0,30000.0,60.0,20.0,0.4
Herbaceous perennial,Angelica,5.0,15.0,18.0,6000.0,70.0,20.0,0.4
Herb,Artemisia,5.0,20.0,15.0,18000.0,50.0,10.0,0.3
Perennial Vine,Bittersweet,3.5,22.5,20.0,26000.0,55.0,20.0,0.30000000000000004
Herb,Chamomile,2.0,20.0,15.0,3600.0,60.0,10.0,0.4
Crop,Cotton,7.5,30.0,25.0,2250.0,50.0,100.0,0.25
Flowering Plant,Dandelion,5.0,18.0,15.0,24000.0,60.0,20.0,0.35
Toxic Plant,Deadly Nightshade,5.2,10.5,12.8,18000.0,65.0,20.0,0.25
Perennial Flower,Echinacea,5.0,21.0,18.0,24000.0,50.0,50.0,0.3
Crops,Field Crop,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering Plant,Greater,5.0,20.0,15.0,600.0,60.0,10.0,0.3
Non-dairy milk alternative,Milk plant,10.0,25.0,20.0,3600.0,60.0,50.0,0.3
Herb,Motherwort,5.0,20.0,18.0,24000.0,65.0,20.0,0.4
Mountain Plant,Mountain Seed,5.0,10.0,8.0,10000.0,70.0,20.0,0.4
Flowering Plant,Red Flower,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Herb,Ribwort,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Herbaceous Perennial,Urtica dioica,5.0,22.0,18.0,30000.0,70.0,30.0,0.3
Shrub,Toothpick,5.0,22.0,18.0,3600.0,60.0,20.0,0.3
Herb,Valerian,4.0,17.5,15.0,26000.0,50.0,20.0,0.30000000000000004
Perennial Flower,Verbascum,5.0,18.0,15.0,3600.0,60.0,10.0,0.35
Perennial Herb,Yarrow,5.0,20.0,15.0,24000.0,60.0,30.0,0.3
Shrub,Alberello,5.0,20.0,18.0,12000.0,70.0,20.0,0.3
Flowering Plant,Albina,5.0,25.0,20.0,36000.0,50.0,50.0,0.3
Vegetable,Amish,5.0,20.0,18.0,3600.0,60.0,20.0,0.3
Legume,Aquadulce,5.0,15.0,12.0,3600.0,70.0,50.0,0.3
Flowering Plant,Attraction,5.0,25.0,20.0,36000.0,60.0,20.0,0.4
Flowering Plant,Augspurger,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Perennial,Auriga,5.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering Plant,Bambino,10.0,25.0,20.0,6000.0,70.0,20.0,0.4
Flowering Plant,Baquieu,5.0,22.0,20.0,3000.0,60.0,20.0,0.3
Flowering Plant,Baselbieter,5.0,23.0,18.0,3600.0,65.0,20.0,0.3
Vegetable,Bellpepper,5.0,25.0,20.0,6000.0,60.0,20.0,0.3
Flowering Plant,Bergers,5.0,18.0,15.0,3600.0,70.0,20.0,0.3
Flowering Plant,Bernese,10.0,25.0,20.0,3600.0,60.0,20.0,0.3
Flowering plant,Bianco,5.0,25.0,20.0,3600.0,60.0,20.0,0.5
Flowering plant,Blaro,5.0,25.0,20.0,6000.0,60.0,50.0,0.5
Perennial,Blauhilde,5.0,20.0,18.0,8000.0,50.0,20.0,0.3
Vegetable,Blauwschokker,5.0,20.0,15.0,3000.0,60.0,20.0,0.2
Vegetable,Brandywine,5.0,20.0,15.0,3000.0,70.0,20.0,0.3
Flowering Plant,Bright,5.0,25.0,20.0,12000.0,60.0,50.0,0.3
Flowering Plant,Brilliant,5.0,20.0,15.0,3600.0,70.0,15.0,0.3
Perennial,Bucks,5.0,25.0,20.0,6000.0,60.0,20.0,0.4
Shrub,Bush Seed,5.0,20.0,15.0,3600.0,60.0,20.0,0.3
Flowering Plant,Candela,5.0,25.0,20.0,6000.0,70.0,15.0,0.4
Root vegetable,Chantenay,5.0,18.0,15.0,3600.0,60.0,10.0,0.3
Flowering Plant,Chateaurenard,10.0,25.0,20.0,6000.0,60.0,50.0,0.3
Vegetable,Chez,5.0,25.0,20.0,3000.0,60.0,20.0,0.3
Vegetable,Chioggia,5.0,20.0,18.0,6000.0,60.0,30.0,0.3
Flowering Plant,Colourful,10.0,25.0,20.0,6000.0,60.0,30.0,0.4
Vegetable,Corno,5.0,25.0,20.0,6000.0,60.0,50.0,0.3
Vegetable,Costata,5.0,25.0,20.0,3600.0,70.0,20.0,0.3
Perennial,Cracoviensis,5.0,18.0,16.0,3600.0,60.0,20.0,0.2
Vegetable,Cucamelon,5.0,25.0,20.0,3600.0,60.0,50.0,0.3
Vine,Dattelwein,7.5,22.5,17.5,2600.0,60.0,20.0,0.30000000000000004
